"TIPO",PARTIDA,CAPITULO,PROGRAMA,SUBTITULO,ITEM,ASIGNACION,"DESC_PARTIDA","DESC_CAPITULO","DESC_PROGRAMA","DESC_SUBTITULO","DESC_ITEM","DESC_ASIGNACION",MONTO_PESOS,MONTO_DOLAR
"INGRESOS",4,1,1,9,3,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","APORTE FISCAL","Servicio de la Deuda Externa",,752587,0
"INGRESOS",4,1,1,10,3,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Vehículos",,30992,0
"INGRESOS",4,1,1,10,4,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,10,0
"INGRESOS",4,1,1,10,5,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,1421,0
"INGRESOS",4,1,1,10,99,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Otros Activos no Financieros",,10,0
"INGRESOS",4,1,1,12,10,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,121444,0
"GASTOS",4,1,1,21,,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","GASTOS EN PERSONAL",,,48709133,0
"GASTOS",4,1,1,22,,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","BIENES Y SERVICIOS DE CONSUMO",,,9007485,0
"GASTOS",4,1,1,24,1,6,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Otras Transferencias",13464,0
"GASTOS",4,1,1,24,7,2,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","TRANSFERENCIAS CORRIENTES","A Organismos Internacionales","A Organismos Internacionales",6635,0
"GASTOS",4,1,1,25,1,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","INTEGROS AL FISCO","Impuestos",,8103,0
"GASTOS",4,1,1,29,3,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,41387,0
"GASTOS",4,1,1,29,4,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,5562,0
"GASTOS",4,1,1,29,5,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,76454,0
"GASTOS",4,1,1,29,6,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,650184,0
"GASTOS",4,1,1,29,7,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,2636458,0
"GASTOS",4,1,1,31,2,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","INICIATIVAS DE INVERSIÓN","Proyectos",,5403682,0
"GASTOS",4,1,1,34,2,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","SERVICIO DE LA DEUDA","Amortización Deuda Externa",,581663,0
"GASTOS",4,1,1,34,4,,"CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA","CONTRALORÍA GENERAL DE LA REPÚBLICA  (01)","SERVICIO DE LA DEUDA","Intereses Deuda Externa",,170924,0
"INGRESOS",5,2,1,5,1,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","Del Sector Privado","Donaciones",10,0
"INGRESOS",5,2,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,155318,0
"INGRESOS",5,2,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","OTROS INGRESOS CORRIENTES","Otros",,15592,0
"INGRESOS",5,2,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","APORTE FISCAL","Libre",,65883628,0
"INGRESOS",5,2,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,2,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","GASTOS EN PERSONAL",,,26703569,0
"GASTOS",5,2,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","BIENES Y SERVICIOS DE CONSUMO",,,6109346,0
"GASTOS",5,2,1,23,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Previsionales",,10,0
"GASTOS",5,2,1,24,1,33,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Fondo de Solidaridad Nacional",10,0
"GASTOS",5,2,1,24,3,11,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Ley de Régimen  Interior",10,0
"GASTOS",5,2,1,24,3,12,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Administración de Complejos Fronterizos",6101034,0
"GASTOS",5,2,1,24,3,800,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Programa de Coordinación, Orden Público y Gestión Territorial",1326149,0
"GASTOS",5,2,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,180721,0
"GASTOS",5,2,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,114815,0
"GASTOS",5,2,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,193406,0
"GASTOS",5,2,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,27892,0
"GASTOS",5,2,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,12824,0
"GASTOS",5,2,1,31,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","INICIATIVAS DE INVERSIÓN","Proyectos",,11988335,0
"GASTOS",5,2,1,32,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","PRÉSTAMOS","Por Anticipos por Cambio de Residencia",,10,0
"GASTOS",5,2,1,33,2,2,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS DE CAPITAL","Al Gobierno Central","Gobierno Regional Región Metropolitana de Santiago",8867407,0
"GASTOS",5,2,1,33,2,20,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS DE CAPITAL","Al Gobierno Central","Gobierno Regional Región de Los Ríos",1339000,0
"GASTOS",5,2,1,33,3,2,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","TRANSFERENCIAS DE CAPITAL","A Otras Entidades Públicas","Programa Mitigación de Riesgo",3090000,0
"GASTOS",5,2,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"GASTOS",5,2,1,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO DE GOBIERNO INTERIOR","SERVICIO DE GOBIERNO INTERIOR  (01)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,3,1,6,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","RENTAS DE LA PROPIEDAD",,,5113,0
"INGRESOS",5,3,1,7,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","INGRESOS DE OPERACIÓN",,,67,0
"INGRESOS",5,3,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,26608,0
"INGRESOS",5,3,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","OTROS INGRESOS CORRIENTES","Otros",,5047,0
"INGRESOS",5,3,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","APORTE FISCAL","Libre",,8925017,0
"INGRESOS",5,3,1,10,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Vehículos",,4841,0
"INGRESOS",5,3,1,10,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,1375,0
"INGRESOS",5,3,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,3,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","GASTOS EN PERSONAL",,,5313193,0
"GASTOS",5,3,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","BIENES Y SERVICIOS DE CONSUMO",,,3568402,0
"GASTOS",5,3,1,25,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","INTEGROS AL FISCO","Impuestos",,10,0
"GASTOS",5,3,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,39873,0
"GASTOS",5,3,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,21347,0
"GASTOS",5,3,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,9705,0
"GASTOS",5,3,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,15528,0
"GASTOS",5,3,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"GASTOS",5,3,1,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SERVICIO ELECTORAL","SERVICIO ELECTORAL  (01)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,4,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,11518,0
"INGRESOS",5,4,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","OTROS INGRESOS CORRIENTES","Otros",,9357,0
"INGRESOS",5,4,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","APORTE FISCAL","Libre",,13705568,0
"INGRESOS",5,4,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","SALDO INICIAL DE CAJA",,,10,0
"GASTOS",5,4,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","GASTOS EN PERSONAL",,,5532194,0
"GASTOS",5,4,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","BIENES Y SERVICIOS DE CONSUMO",,,3667558,0
"GASTOS",5,4,1,24,1,41,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Al Sector Privado",173710,0
"GASTOS",5,4,1,24,3,17,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Capacitación en Protección Civil",179309,0
"GASTOS",5,4,1,24,3,18,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Universidad de Chile - Red Sismológica",2249694,0
"GASTOS",5,4,1,29,4,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,23021,0
"GASTOS",5,4,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,528518,0
"GASTOS",5,4,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,202529,0
"GASTOS",5,4,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,454104,0
"GASTOS",5,4,1,31,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","INICIATIVAS DE INVERSIÓN","Proyectos",,715796,0
"GASTOS",5,4,1,34,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","SERVICIO DE LA DEUDA","Deuda Flotante",,10,0
"GASTOS",5,4,1,35,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","OFICINA NACIONAL DE EMERGENCIA","OFICINA NACIONAL DE EMERGENCIA  (01)","SALDO FINAL DE CAJA",,,10,0
"INGRESOS",5,5,1,8,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,51000,0
"INGRESOS",5,5,1,8,99,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","OTROS INGRESOS CORRIENTES","Otros",,1010,0
"INGRESOS",5,5,1,9,1,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","APORTE FISCAL","Libre",,16596892,0
"INGRESOS",5,5,1,9,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","APORTE FISCAL","Servicio de la Deuda Externa",,40414511,0
"INGRESOS",5,5,1,10,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","VENTA DE ACTIVOS NO FINANCIEROS","Vehículos",,6180,0
"INGRESOS",5,5,1,13,6,1,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","TRANSFERENCIAS PARA GASTOS DE CAPITAL","De Gobiernos Extranjeros","Del Gobierno Español - Instituto de Crédito Oficial de España",73879,0
"INGRESOS",5,5,1,15,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","SALDO INICIAL DE CAJA",,,1000,0
"GASTOS",5,5,1,21,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","GASTOS EN PERSONAL",,,11159725,0
"GASTOS",5,5,1,22,,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","BIENES Y SERVICIOS DE CONSUMO",,,3064961,0
"GASTOS",5,5,1,24,2,5,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","TRANSFERENCIAS CORRIENTES","Al Gobierno Central","A la Dirección de Bibliotecas, Archivos y Museos",211437,0
"GASTOS",5,5,1,24,3,24,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Capacitación en Desarrollo Regional y Comunal",10,0
"GASTOS",5,5,1,24,3,409,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Oficina Revitalización de Barrios e Infraestructura Patrimonial",222480,0
"GASTOS",5,5,1,24,3,415,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Oficina Donación Española",73879,0
"GASTOS",5,5,1,29,3,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Vehículos",,46778,0
"GASTOS",5,5,1,29,5,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,17510,0
"GASTOS",5,5,1,29,6,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,271988,0
"GASTOS",5,5,1,29,7,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Programas Informáticos",,363453,0
"GASTOS",5,5,1,33,2,16,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","TRANSFERENCIAS DE CAPITAL","Al Gobierno Central","Al Consejo Nacional de la Cultura y las Artes",1295740,0
"GASTOS",5,5,1,34,2,,"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO  (01)","SERVICIO DE LA DEUDA","Amortización Deuda Externa",,34312616,0
